ID,Year,Cities,Violation,Violation_ID,Crime_incidents,location_year
74646,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74647,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74648,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74649,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74650,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74651,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74652,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74851,2013,Guelph,Disturb the peace ,3430,13.0,2013_Guelph
74852,2014,Guelph,Disturb the peace ,3430,14.0,2014_Guelph
74853,2015,Guelph,Disturb the peace ,3430,29.0,2015_Guelph
74854,2016,Guelph,Disturb the peace ,3430,37.0,2016_Guelph
74855,2017,Guelph,Disturb the peace ,3430,34.0,2017_Guelph
74856,2018,Guelph,Disturb the peace ,3430,37.0,2018_Guelph
74857,2019,Guelph,Disturb the peace ,3430,47.0,2019_Guelph
74858,2020,Guelph,Disturb the peace ,3430,4.0,2020_Guelph
74859,2021,Guelph,Disturb the peace ,3430,3.0,2021_Guelph
74860,2022,Guelph,Disturb the peace ,3430,7.0,2022_Guelph
74861,2023,Guelph,Disturb the peace ,3430,4.0,2023_Guelph
74895,2013,Guelph,Disturb the peace ,3430,,2013_Guelph
74896,2014,Guelph,Disturb the peace ,3430,,2014_Guelph
74897,2015,Guelph,Disturb the peace ,3430,,2015_Guelph
74898,2016,Guelph,Disturb the peace ,3430,,2016_Guelph
74899,2017,Guelph,Disturb the peace ,3430,0.0,2017_Guelph
74900,2018,Guelph,Disturb the peace ,3430,0.0,2018_Guelph
74901,2019,Guelph,Disturb the peace ,3430,0.0,2019_Guelph
74902,2020,Guelph,Disturb the peace ,3430,0.0,2020_Guelph
74903,2021,Guelph,Disturb the peace ,3430,0.0,2021_Guelph
74904,2022,Guelph,Disturb the peace ,3430,0.0,2022_Guelph
74905,2023,Guelph,Disturb the peace ,3430,0.0,2023_Guelph
74917,2013,Guelph,Disturb the peace ,3430,14.0,2013_Guelph
74918,2014,Guelph,Disturb the peace ,3430,12.0,2014_Guelph
74919,2015,Guelph,Disturb the peace ,3430,13.0,2015_Guelph
74920,2016,Guelph,Disturb the peace ,3430,42.0,2016_Guelph
74921,2017,Guelph,Disturb the peace ,3430,30.0,2017_Guelph
74922,2018,Guelph,Disturb the peace ,3430,36.0,2018_Guelph
74923,2019,Guelph,Disturb the peace ,3430,24.0,2019_Guelph
74924,2020,Guelph,Disturb the peace ,3430,6.0,2020_Guelph
74925,2021,Guelph,Disturb the peace ,3430,5.0,2021_Guelph
74926,2022,Guelph,Disturb the peace ,3430,6.0,2022_Guelph
74927,2023,Guelph,Disturb the peace ,3430,4.0,2023_Guelph
74928,2013,Guelph,Disturb the peace ,3430,6.0,2013_Guelph
74929,2014,Guelph,Disturb the peace ,3430,6.0,2014_Guelph
74930,2015,Guelph,Disturb the peace ,3430,10.0,2015_Guelph
74931,2016,Guelph,Disturb the peace ,3430,8.0,2016_Guelph
74932,2017,Guelph,Disturb the peace ,3430,12.0,2017_Guelph
74933,2018,Guelph,Disturb the peace ,3430,13.0,2018_Guelph
74934,2019,Guelph,Disturb the peace ,3430,8.0,2019_Guelph
74935,2020,Guelph,Disturb the peace ,3430,0.0,2020_Guelph
74936,2021,Guelph,Disturb the peace ,3430,3.0,2021_Guelph
74937,2022,Guelph,Disturb the peace ,3430,3.0,2022_Guelph
74938,2023,Guelph,Disturb the peace ,3430,4.0,2023_Guelph
74939,2013,Guelph,Disturb the peace ,3430,8.0,2013_Guelph
74940,2014,Guelph,Disturb the peace ,3430,6.0,2014_Guelph
74941,2015,Guelph,Disturb the peace ,3430,3.0,2015_Guelph
74942,2016,Guelph,Disturb the peace ,3430,34.0,2016_Guelph
74943,2017,Guelph,Disturb the peace ,3430,18.0,2017_Guelph
74944,2018,Guelph,Disturb the peace ,3430,23.0,2018_Guelph
74945,2019,Guelph,Disturb the peace ,3430,16.0,2019_Guelph
74946,2020,Guelph,Disturb the peace ,3430,6.0,2020_Guelph
74947,2021,Guelph,Disturb the peace ,3430,2.0,2021_Guelph
74948,2022,Guelph,Disturb the peace ,3430,3.0,2022_Guelph
74949,2023,Guelph,Disturb the peace ,3430,0.0,2023_Guelph
74950,2013,Guelph,Disturb the peace ,3430,10.0,2013_Guelph
74951,2014,Guelph,Disturb the peace ,3430,6.0,2014_Guelph
74952,2015,Guelph,Disturb the peace ,3430,12.0,2015_Guelph
74953,2016,Guelph,Disturb the peace ,3430,10.0,2016_Guelph
74954,2017,Guelph,Disturb the peace ,3430,12.0,2017_Guelph
74955,2018,Guelph,Disturb the peace ,3430,12.0,2018_Guelph
74956,2019,Guelph,Disturb the peace ,3430,9.0,2019_Guelph
74957,2020,Guelph,Disturb the peace ,3430,0.0,2020_Guelph
74958,2021,Guelph,Disturb the peace ,3430,3.0,2021_Guelph
74959,2022,Guelph,Disturb the peace ,3430,3.0,2022_Guelph
74960,2023,Guelph,Disturb the peace ,3430,3.0,2023_Guelph
74972,2013,Guelph,Disturb the peace ,3430,10.0,2013_Guelph
74973,2014,Guelph,Disturb the peace ,3430,6.0,2014_Guelph
74974,2015,Guelph,Disturb the peace ,3430,12.0,2015_Guelph
74975,2016,Guelph,Disturb the peace ,3430,10.0,2016_Guelph
74976,2017,Guelph,Disturb the peace ,3430,12.0,2017_Guelph
74977,2018,Guelph,Disturb the peace ,3430,11.0,2018_Guelph
74978,2019,Guelph,Disturb the peace ,3430,9.0,2019_Guelph
74979,2020,Guelph,Disturb the peace ,3430,0.0,2020_Guelph
74980,2021,Guelph,Disturb the peace ,3430,3.0,2021_Guelph
74981,2022,Guelph,Disturb the peace ,3430,3.0,2022_Guelph
74982,2023,Guelph,Disturb the peace ,3430,3.0,2023_Guelph
74994,2013,Guelph,Disturb the peace ,3430,0.0,2013_Guelph
74995,2014,Guelph,Disturb the peace ,3430,0.0,2014_Guelph
74996,2015,Guelph,Disturb the peace ,3430,0.0,2015_Guelph
74997,2016,Guelph,Disturb the peace ,3430,0.0,2016_Guelph
74998,2017,Guelph,Disturb the peace ,3430,0.0,2017_Guelph
74999,2018,Guelph,Disturb the peace ,3430,1.0,2018_Guelph
75000,2019,Guelph,Disturb the peace ,3430,0.0,2019_Guelph
75001,2020,Guelph,Disturb the peace ,3430,0.0,2020_Guelph
75002,2021,Guelph,Disturb the peace ,3430,0.0,2021_Guelph
75003,2022,Guelph,Disturb the peace ,3430,0.0,2022_Guelph
75004,2023,Guelph,Disturb the peace ,3430,0.0,2023_Guelph
75016,2013,Guelph,Disturb the peace ,3430,1.0,2013_Guelph
75017,2014,Guelph,Disturb the peace ,3430,2.0,2014_Guelph
75018,2015,Guelph,Disturb the peace ,3430,2.0,2015_Guelph
75019,2016,Guelph,Disturb the peace ,3430,2.0,2016_Guelph
75020,2017,Guelph,Disturb the peace ,3430,2.0,2017_Guelph
75021,2018,Guelph,Disturb the peace ,3430,9.0,2018_Guelph
75022,2019,Guelph,Disturb the peace ,3430,3.0,2019_Guelph
75023,2020,Guelph,Disturb the peace ,3430,2.0,2020_Guelph
75024,2021,Guelph,Disturb the peace ,3430,0.0,2021_Guelph
75025,2022,Guelph,Disturb the peace ,3430,3.0,2022_Guelph
75026,2023,Guelph,Disturb the peace ,3430,0.0,2023_Guelph
76109,2013,London,Homicide ,110,10.0,2013_London
76110,2014,London,Homicide ,110,4.0,2014_London
76111,2015,London,Homicide ,110,8.0,2015_London
76112,2016,London,Homicide ,110,8.0,2016_London
76113,2017,London,Homicide ,110,7.0,2017_London
76114,2018,London,Homicide ,110,6.0,2018_London
76115,2019,London,Homicide ,110,5.0,2019_London
76116,2020,London,Homicide ,110,8.0,2020_London
76117,2021,London,Homicide ,110,16.0,2021_London
76118,2022,London,Homicide ,110,7.0,2022_London
76119,2023,London,Homicide ,110,7.0,2023_London
76153,2013,London,Homicide ,110,,2013_London
76154,2014,London,Homicide ,110,,2014_London
76155,2015,London,Homicide ,110,,2015_London
76156,2016,London,Homicide ,110,,2016_London
76157,2017,London,Homicide ,110,0.0,2017_London
76158,2018,London,Homicide ,110,0.0,2018_London
76159,2019,London,Homicide ,110,0.0,2019_London
76160,2020,London,Homicide ,110,0.0,2020_London
76161,2021,London,Homicide ,110,0.0,2021_London
76162,2022,London,Homicide ,110,0.0,2022_London
76163,2023,London,Homicide ,110,0.0,2023_London
76175,2013,London,Homicide ,110,10.0,2013_London
76176,2014,London,Homicide ,110,4.0,2014_London
76177,2015,London,Homicide ,110,7.0,2015_London
76178,2016,London,Homicide ,110,8.0,2016_London
76179,2017,London,Homicide ,110,7.0,2017_London
76180,2018,London,Homicide ,110,5.0,2018_London
76181,2019,London,Homicide ,110,5.0,2019_London
76182,2020,London,Homicide ,110,7.0,2020_London
76183,2021,London,Homicide ,110,15.0,2021_London
76184,2022,London,Homicide ,110,7.0,2022_London
76185,2023,London,Homicide ,110,7.0,2023_London
76186,2013,London,Homicide ,110,8.0,2013_London
76187,2014,London,Homicide ,110,4.0,2014_London
76188,2015,London,Homicide ,110,7.0,2015_London
76189,2016,London,Homicide ,110,7.0,2016_London
76190,2017,London,Homicide ,110,7.0,2017_London
76191,2018,London,Homicide ,110,5.0,2018_London
76192,2019,London,Homicide ,110,5.0,2019_London
76193,2020,London,Homicide ,110,6.0,2020_London
76194,2021,London,Homicide ,110,15.0,2021_London
76195,2022,London,Homicide ,110,7.0,2022_London
76196,2023,London,Homicide ,110,7.0,2023_London
76197,2013,London,Homicide ,110,2.0,2013_London
76198,2014,London,Homicide ,110,0.0,2014_London
76199,2015,London,Homicide ,110,0.0,2015_London
76200,2016,London,Homicide ,110,1.0,2016_London
76201,2017,London,Homicide ,110,0.0,2017_London
76202,2018,London,Homicide ,110,0.0,2018_London
76203,2019,London,Homicide ,110,0.0,2019_London
76204,2020,London,Homicide ,110,1.0,2020_London
76205,2021,London,Homicide ,110,0.0,2021_London
76206,2022,London,Homicide ,110,0.0,2022_London
76207,2023,London,Homicide ,110,0.0,2023_London
76208,2013,London,Homicide ,110,8.0,2013_London
76209,2014,London,Homicide ,110,4.0,2014_London
76210,2015,London,Homicide ,110,10.0,2015_London
76211,2016,London,Homicide ,110,7.0,2016_London
76212,2017,London,Homicide ,110,16.0,2017_London
76213,2018,London,Homicide ,110,5.0,2018_London
76214,2019,London,Homicide ,110,5.0,2019_London
76215,2020,London,Homicide ,110,8.0,2020_London
76216,2021,London,Homicide ,110,18.0,2021_London
76217,2022,London,Homicide ,110,8.0,2022_London
76218,2023,London,Homicide ,110,10.0,2023_London
76230,2013,London,Homicide ,110,8.0,2013_London
76231,2014,London,Homicide ,110,4.0,2014_London
76232,2015,London,Homicide ,110,9.0,2015_London
76233,2016,London,Homicide ,110,7.0,2016_London
76234,2017,London,Homicide ,110,15.0,2017_London
76235,2018,London,Homicide ,110,5.0,2018_London
76236,2019,London,Homicide ,110,5.0,2019_London
76237,2020,London,Homicide ,110,8.0,2020_London
76238,2021,London,Homicide ,110,17.0,2021_London
76239,2022,London,Homicide ,110,8.0,2022_London
76240,2023,London,Homicide ,110,8.0,2023_London
76252,2013,London,Homicide ,110,0.0,2013_London
76253,2014,London,Homicide ,110,0.0,2014_London
76254,2015,London,Homicide ,110,1.0,2015_London
76255,2016,London,Homicide ,110,0.0,2016_London
76256,2017,London,Homicide ,110,1.0,2017_London
76257,2018,London,Homicide ,110,0.0,2018_London
76258,2019,London,Homicide ,110,0.0,2019_London
76259,2020,London,Homicide ,110,0.0,2020_London
76260,2021,London,Homicide ,110,1.0,2021_London
76261,2022,London,Homicide ,110,0.0,2022_London
76262,2023,London,Homicide ,110,2.0,2023_London
76274,2013,London,Homicide ,110,0.0,2013_London
76275,2014,London,Homicide ,110,0.0,2014_London
76276,2015,London,Homicide ,110,0.0,2015_London
76277,2016,London,Homicide ,110,0.0,2016_London
76278,2017,London,Homicide ,110,0.0,2017_London
76279,2018,London,Homicide ,110,0.0,2018_London
76280,2019,London,Homicide ,110,0.0,2019_London
76281,2020,London,Homicide ,110,0.0,2020_London
76282,2021,London,Homicide ,110,0.0,2021_London
76283,2022,London,Homicide ,110,0.0,2022_London
76284,2023,London,Homicide ,110,0.0,2023_London
76483,2013,London,Attempted murder ,1210,7.0,2013_London
76484,2014,London,Attempted murder ,1210,1.0,2014_London
76485,2015,London,Attempted murder ,1210,4.0,2015_London
76486,2016,London,Attempted murder ,1210,3.0,2016_London
76487,2017,London,Attempted murder ,1210,5.0,2017_London
76488,2018,London,Attempted murder ,1210,5.0,2018_London
76489,2019,London,Attempted murder ,1210,6.0,2019_London
76490,2020,London,Attempted murder ,1210,5.0,2020_London
76491,2021,London,Attempted murder ,1210,3.0,2021_London
76492,2022,London,Attempted murder ,1210,3.0,2022_London
76493,2023,London,Attempted murder ,1210,8.0,2023_London
76527,2013,London,Attempted murder ,1210,,2013_London
76528,2014,London,Attempted murder ,1210,,2014_London
76529,2015,London,Attempted murder ,1210,,2015_London
76530,2016,London,Attempted murder ,1210,,2016_London
76531,2017,London,Attempted murder ,1210,0.0,2017_London
76532,2018,London,Attempted murder ,1210,0.0,2018_London
76533,2019,London,Attempted murder ,1210,0.0,2019_London
76534,2020,London,Attempted murder ,1210,0.0,2020_London
76535,2021,London,Attempted murder ,1210,0.0,2021_London
76536,2022,London,Attempted murder ,1210,0.0,2022_London
76537,2023,London,Attempted murder ,1210,0.0,2023_London
76549,2013,London,Attempted murder ,1210,7.0,2013_London
76550,2014,London,Attempted murder ,1210,1.0,2014_London
76551,2015,London,Attempted murder ,1210,4.0,2015_London
76552,2016,London,Attempted murder ,1210,3.0,2016_London
76553,2017,London,Attempted murder ,1210,4.0,2017_London
76554,2018,London,Attempted murder ,1210,5.0,2018_London
76555,2019,London,Attempted murder ,1210,6.0,2019_London
76556,2020,London,Attempted murder ,1210,5.0,2020_London
76557,2021,London,Attempted murder ,1210,3.0,2021_London
76558,2022,London,Attempted murder ,1210,2.0,2022_London
76559,2023,London,Attempted murder ,1210,8.0,2023_London
76560,2013,London,Attempted murder ,1210,2.0,2013_London
76561,2014,London,Attempted murder ,1210,1.0,2014_London
76562,2015,London,Attempted murder ,1210,4.0,2015_London
76563,2016,London,Attempted murder ,1210,3.0,2016_London
76564,2017,London,Attempted murder ,1210,4.0,2017_London
76565,2018,London,Attempted murder ,1210,4.0,2018_London
76566,2019,London,Attempted murder ,1210,6.0,2019_London
76567,2020,London,Attempted murder ,1210,5.0,2020_London
76568,2021,London,Attempted murder ,1210,3.0,2021_London
76569,2022,London,Attempted murder ,1210,2.0,2022_London
76570,2023,London,Attempted murder ,1210,7.0,2023_London
76571,2013,London,Attempted murder ,1210,5.0,2013_London
76572,2014,London,Attempted murder ,1210,0.0,2014_London
76573,2015,London,Attempted murder ,1210,0.0,2015_London
76574,2016,London,Attempted murder ,1210,0.0,2016_London
76575,2017,London,Attempted murder ,1210,0.0,2017_London
76576,2018,London,Attempted murder ,1210,1.0,2018_London
76577,2019,London,Attempted murder ,1210,0.0,2019_London
76578,2020,London,Attempted murder ,1210,0.0,2020_London
76579,2021,London,Attempted murder ,1210,0.0,2021_London
76580,2022,London,Attempted murder ,1210,0.0,2022_London
76581,2023,London,Attempted murder ,1210,1.0,2023_London
76582,2013,London,Attempted murder ,1210,2.0,2013_London
76583,2014,London,Attempted murder ,1210,1.0,2014_London
76584,2015,London,Attempted murder ,1210,4.0,2015_London
76585,2016,London,Attempted murder ,1210,2.0,2016_London
76586,2017,London,Attempted murder ,1210,4.0,2017_London
76587,2018,London,Attempted murder ,1210,4.0,2018_London
76588,2019,London,Attempted murder ,1210,5.0,2019_London
76589,2020,London,Attempted murder ,1210,7.0,2020_London
76590,2021,London,Attempted murder ,1210,3.0,2021_London
76591,2022,London,Attempted murder ,1210,2.0,2022_London
76592,2023,London,Attempted murder ,1210,8.0,2023_London
76604,2013,London,Attempted murder ,1210,1.0,2013_London
76605,2014,London,Attempted murder ,1210,1.0,2014_London
76606,2015,London,Attempted murder ,1210,4.0,2015_London
76607,2016,London,Attempted murder ,1210,2.0,2016_London
76608,2017,London,Attempted murder ,1210,4.0,2017_London
76609,2018,London,Attempted murder ,1210,4.0,2018_London
76610,2019,London,Attempted murder ,1210,5.0,2019_London
76611,2020,London,Attempted murder ,1210,7.0,2020_London
76612,2021,London,Attempted murder ,1210,3.0,2021_London
76613,2022,London,Attempted murder ,1210,2.0,2022_London
76614,2023,London,Attempted murder ,1210,8.0,2023_London
76626,2013,London,Attempted murder ,1210,1.0,2013_London
76627,2014,London,Attempted murder ,1210,0.0,2014_London
76628,2015,London,Attempted murder ,1210,0.0,2015_London
76629,2016,London,Attempted murder ,1210,0.0,2016_London
76630,2017,London,Attempted murder ,1210,0.0,2017_London
76631,2018,London,Attempted murder ,1210,0.0,2018_London
76632,2019,London,Attempted murder ,1210,0.0,2019_London
76633,2020,London,Attempted murder ,1210,0.0,2020_London
76634,2021,London,Attempted murder ,1210,0.0,2021_London
76635,2022,London,Attempted murder ,1210,0.0,2022_London
76636,2023,London,Attempted murder ,1210,0.0,2023_London
76648,2013,London,Attempted murder ,1210,0.0,2013_London
76649,2014,London,Attempted murder ,1210,0.0,2014_London
76650,2015,London,Attempted murder ,1210,0.0,2015_London
76651,2016,London,Attempted murder ,1210,0.0,2016_London
76652,2017,London,Attempted murder ,1210,0.0,2017_London
76653,2018,London,Attempted murder ,1210,0.0,2018_London
76654,2019,London,Attempted murder ,1210,0.0,2019_London
76655,2020,London,Attempted murder ,1210,0.0,2020_London
76656,2021,London,Attempted murder ,1210,0.0,2021_London
76657,2022,London,Attempted murder ,1210,0.0,2022_London
76658,2023,London,Attempted murder ,1210,0.0,2023_London
76670,2013,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,,2013_London
76671,2014,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,,2014_London
76672,2015,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,,2015_London
76673,2016,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,,2016_London
76674,2017,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,,2017_London
76675,2018,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,2.0,2018_London
76676,2019,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,4.0,2019_London
76677,2020,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,2.0,2020_London
76678,2021,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,3.0,2021_London
76679,2022,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,4.0,2022_London
76680,2023,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,2.0,2023_London
76714,2013,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,,2013_London
76715,2014,London,"Sexual offence which occurred prior to January 4, 1983 ",1300,,2014_London
